Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
3733,3733,1220,ROP5A2T0AFB8,*HARKER: SEEING INFLATION COME DOWN ACROSS SPECTRUM OF GOODS,2023-01-18 20:15:00.004000+00:00,1,,,,,,,2,-1,95,100,100,100,85,100,100,90,85,1
3735,3735,136,ROSI35DWRGG2,*GEORGE: CONSTRAINTS COMPLICATE EFFORT TO SEE INFLATION SUBSIDE,2023-01-20 15:09:05.468000+00:00,1,,-1,,,,,-1,-1,95,100,70,100,100,100,100,90,85,1
3736,3736,,RP5KFXT1UM0W,*FED SAYS IT DENIED CUSTODIA BANK'S APPLICATION TO BECOME MEMBER,2023-01-27 16:30:00+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3737,3737,441,RPF2GKDWRGG0,*POWELL: SHIFTING TO SLOWER PACE ALLOWS FOMC TO ASSESS PROGRESS,2023-02-01 19:36:20.260000+00:00,1,,-1,,,,,,1,95,100,80,75,100,100,90,80,90,1
3738,3738,535,RPF435DWLU68,"*POWELL: ONCE INFLATION EASING, SHOULD SEE CONS. SENTIMENT BOOST",2023-02-01 20:11:29.935000+00:00,1,,1,,2,,,1,0,95,100,80,100,90,100,100,85,75,1
3739,3739,1231,RPF2CRDWX2PS,*POWELL: INFLATION EXPECTATIONS APPEAR TO BE WELL ANCHORED,2023-02-01 19:34:03.321000+00:00,1,,,,,,,1,0,95,100,100,100,100,100,100,90,75,1
3740,3740,1263,RPF2U8DWLU68,"*POWELL: WE HAVE NO INCENTIVE, DESIRE TO OVERTIGHTEN RATES",2023-02-01 19:44:32.226000+00:00,1,,,,,,,,0,,,,,,,,,,1
3741,3741,1505,RPF2NQDWX2PT,*POWELL: GRATIFYING TO SEE DISINFLATIONARY PROCESS UNDER WAY,2023-02-01 19:40:38.812000+00:00,1,,,,,,,2,-1,,,,,,,,,,1
3742,3742,140,RPF2PLDWX2PS,*POWELL: JOLTS NUMBER IS `PROBABLY AN IMPORTANT INDICATOR',2023-02-01 19:41:45.454000+00:00,1,,0,,,,0,,0,85,100,60,100,100,100,85,100,70,1
3743,3743,,RPF3EADWLU68,*POWELL: 3-MONTH CORE PCE INFLATION MEASURE ARE QUITE LOW NOW,2023-02-01 19:56:34.989000+00:00,1,,0,0,,,,2,0,90,100,70,80,75,100,100,85,80,1
3744,3744,,RPF26QDWX2PU,*FEDERAL RESERVE CHAIR JEROME POWELL STARTS PRESS CONFERENCE,2023-02-01 19:30:26.897000+00:00,0,,,,,,,,,,,,,,,,,,1
3746,3746,129,RPQ1RAT0G1KW,*POWELL:NO ONE SHOULD THINK FED CAN STEP IN IN DEBT-DEFAULT CASE,2023-02-07 17:54:46.703000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3747,3747,7,RPQ17UT0G1KY,*POWELL: PROBABLY NEED TO DO FURTHER INTEREST-RATE INCREASES,2023-02-07 17:43:06.548000+00:00,1,,1,1,,-1,,-1,2,95,100,75,80,100,70,100,85,90,1
3748,3748,537,RQ2QZCDWRGG0,*BARKIN: US CPI PRINT `IS ABOUT AS EXPECTED',2023-02-14 14:30:48.070000+00:00,1,,,,,,,0,0,90,100,90,90,90,100,100,95,80,1
3749,3749,339,RQ6JADT0G1L1,*MESTER: GOODS PRICE DISINFLATION SEEMS TO BE SLOWING,2023-02-16 15:35:01.558000+00:00,1,,,,-1,,,1,1,95,100,80,100,70,100,100,85,75,1
3750,3750,882,RQ6JADT0G1L2,*MESTER: NOT FOCUSED YET ON WHEN TO PAUSE RATE INCREASES,2023-02-16 15:35:01.569000+00:00,1,,,1,,,,,0,95,100,90,85,90,90,90,90,88,1
3751,3751,1471,RQHDLJT0AFB4,*BULLARD: MARKETS PRICING `TOUGHER ROAD AHEAD' ON INFLATION,2023-02-22 12:05:43.136000+00:00,1,,,-1,,,,-2,1,,,,,,,,,,1
3752,3752,504,RQLFERT0G1KZ,*BULLARD: SOFT LANDING POSSIBLE DUE TO FED INFLATION CREDIBILITY,2023-02-24 16:35:15.998000+00:00,1,,1,,,,,1,0,95,100,80,85,90,100,100,80,85,1
3753,3753,706,RQL611T0G1KW,*FED'S MESTER REPEATS SAW GOOD CASE FOR 50 BPS AT LAST MEETING,2023-02-24 13:12:38.004000+00:00,1,,,1,,,,-2,2,95,100,85,80,90,100,95,90,85,1
3754,3754,,RR5UW8T1UM0W,*FED CHAIR POWELL ENDS TESTIMONY BEFORE SENATE BANKING COMMITTEE,2023-03-07 17:21:44.609000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3755,3755,1176,RR7LJ2T0AFB4,*SMALL BANKS WON'T FACE SAME CAP. REQMNTS AS BIG LENDERS: POWELL,2023-03-08 15:54:38.830000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3756,3756,291,RR7Q5ET0AFBI,*POWELL SAYS FED WILL WORK ON ADDRESSING LACK OF LATINOS AT BANK,2023-03-08 17:34:26.703000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3757,3757,66,RR7OY6T0AFB4,"*POWELL: FED WORKING WITH MINT, OTHERS ON COIN CIRCULATION",2023-03-08 17:08:30.745000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3758,3758,,RR7REZT1UM0W,*FED CHAIR JEROME POWELL ENDS TESTIMONY TO HOUSE FIN SERV CMTE,2023-03-08 18:01:47.206000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3759,3759,1070,RRIEFZCAB9Q8,*WARREN CALLS ON POWELL TO RECUSE HIMSELF FROM FED REVIEW OF SVB,2023-03-14 11:55:11.942000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3760,3760,1520,RRS912DWRGG0,"*POWELL, YELLEN SAY CAPITAL AND LIQUIDITY OF US BANKS ARE STRONG",2023-03-19 19:34:14.979000+00:00,1,,,,,,,,0,,,,,,,,,,1
3761,3761,,RRU3WZBXZE9S,"*GOP SENATOR RICK SCOTT WRITES POWELL ABOUT SVB, SILVERGATE",2023-03-20 19:38:59.170000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3762,3762,169,RRXOO1TVI5MX,*FED SAYS WILL `CLOSELY MONITOR' INCOMING INFORMATION,2023-03-22 18:00:01.092000+00:00,1,,0,0,,,,,0,80,100,75,75,100,100,100,100,80,1
3763,3763,745,RRXQ84T0AFB4,*POWELL: ACTIVITY IN HOUSING SECTOR REMAINS WEAK,2023-03-22 18:33:40.884000+00:00,1,,-1,,-1,-2,,,-1,95,100,85,100,80,90,100,100,80,1
3765,3765,153,RRXR8XT1UM0W,*POWELL: WE WILL DO ENOUGH TO BRING INFLATION DOWN TO 2%,2023-03-22 18:55:45.827000+00:00,1,,,,,,,-1,1,95,100,100,100,100,100,100,90,85,1
3766,3766,21,RRXR8NT1UM0W,*POWELL: TIGHTER CREDIT CONDITIONS CAN SUBSTITUTE FOR RATE HIKES,2023-03-22 18:55:35.276000+00:00,1,,-1,-1,-1,,,1,0,90,100,80,85,70,100,100,70,85,1
3767,3767,,RSCI03DWRGG0,"*WELLS FARGO TO PAY $67.8 MILLION TO SETTLE CASE, FED SAYS",2023-03-30 18:00:03.467000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3768,3768,854,RS103JDWRGG9,*BULLARD: MACROPRUDENTIAL POLICY CAN CONTAIN FINANCIAL STRESS,2023-03-24 13:40:00.007000+00:00,1,,,1,,,,,0,95,100,100,100,100,100,100,100,100,1
3769,3769,,RSAN2YT0G1KW,"*CORRECT: POWELL CITES FORECASTS SHOW ONE MORE HIKE, HERN SAYS",2023-03-29 17:54:34.051000+00:00,1,,,,,,,-1,1,95,100,70,70,70,70,70,70,80,1
3771,3771,1555,RSDYACDWRGG0,*COLLINS: FED STILL HAS MORE WORK TO DO TO LOWER INFLATION,2023-03-31 12:49:24.225000+00:00,1,,,,,,,-2,2,,,,,,,,,,1
3772,3772,950,RSJHP7T0G1KX,*FED'S BULLARD: NOT SEEING MUCH EBBING IN THE LABOR MARKET,2023-04-03 12:36:43.945000+00:00,1,,,,,,1,,1,95,100,90,100,100,100,92,88,85,1
3773,3773,285,RSK3QOT0G1KW,"*COOK: LABOR MARKET STILL TIGHT, STILL SEE INFLATION FROM THAT",2023-04-03 20:32:48.129000+00:00,1,,,,,,2,-1,1,95,100,100,100,100,100,90,85,80,1
3774,3774,82,RSP9ZKDWX2PZ,*FED'S BULLARD SAYS REVERSE REPO WORKING AS EXPECTED,2023-04-06 15:37:00.007000+00:00,1,,1,1,,,,,0,85,100,70,85,100,100,100,100,75,1
3775,3775,438,RSWK0SDWX2PS,*NY FED SAYS 1-YEAR INFLATION EXPECTATIONS RISE TO 4.7% VS 4.2%,2023-04-10 15:00:00.008000+00:00,1,,-1,-1,-2,,,-2,1,92,100,80,74,85,100,100,97,89,1
3776,3776,100,RSX26ADWLU68,*WILLIAMS: IMPORTANT FED IS ABLE TO TAKE STEPS TO LOWER PRICES,2023-04-10 20:27:46.220000+00:00,1,,,,-1,,,-2,1,95,100,90,92,84,100,97,88,85,1
3777,3777,244,RSYCCWDWX2PS,*WILLIAMS: CORE SERVICES INFLATION HAS NOT BUDGED,2023-04-11 13:05:20.805000+00:00,1,,,,,,,0,0,90,100,100,100,100,100,100,85,75,1
3778,3778,1,RSZ37JDWRGG0,"*HARKER REPEATS HE FAVORS GETTING RATES ABOVE 5%, THEN HOLDING",2023-04-11 22:45:19.821000+00:00,1,,,1,,-1,,1,2,95,100,100,85,100,80,100,90,95,1
3779,3779,6,RSYCBPDWLU6A,"*WILLIAMS: INFLATION HAS COME DOWN, STILL WAY ABOVE FED'S GOAL",2023-04-11 13:04:37.174000+00:00,1,,,,,,,-1,1,95,100,90,90,90,100,100,95,89,1
3780,3780,35,RSZ6L6DWRGG2,*KASHKARI: DON’T SEE SVB-LIKE RISK PROFILE IN WIDER BANK SECTOR,2023-04-11 23:58:18.975000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3781,3781,41,RSYM3IDWX2PU,*GOOLSBEE: TIGHTER CREDIT COULD HAVE MATERIAL IMPACT ON ECONOMY,2023-04-11 17:30:00.002000+00:00,1,,-1,-2,-1,,,,-1,95,100,90,95,85,100,100,100,90,1
3782,3782,42,RSYQ6WDWRGG0,*GOOLSBEE: INFLATION DATA CONTINUES TO COME IN EXTREMELY STRONG,2023-04-11 18:04:08.764000+00:00,1,,,,,,,-2,2,95,100,100,100,100,100,100,90,85,1
3783,3783,45,RSZ251DWX2PS,*FED’S HARKER SAYS BANKING STRAINS SEEM TO HAVE `CALMED DOWN’,2023-04-11 22:22:13.861000+00:00,1,,,1,,,,,0,90,100,85,95,100,100,100,100,80,1
3784,3784,51,RSYCYADWLU68,"*WILLIAMS: BALANCE-SHEET RUNOFF GOING WELL, DON'T NEED TO TWEAK",2023-04-11 13:18:10.840000+00:00,1,,,1,,,,,0,85,100,90,70,100,100,100,100,70,1
3785,3785,53,RSYM3IDWX2PT,*GOOLSBEE: FED SHOULD BE CAREFUL ABOUT HIKING TOO AGGRESSIVELY,2023-04-11 17:30:00.001000+00:00,1,,0,0,0,,,,0,90,100,70,70,70,100,100,100,90,1
3786,3786,57,RSZ33DDWX2PY,*HARKER: THIS IS NOT THE TIME TO CHANGE FED’S 2% INFLATION GOAL,2023-04-11 22:42:49.618000+00:00,1,,,,,,,2,0,95,100,100,100,100,100,100,95,90,1
3787,3787,70,RSYXIJDWLU6B,*HARKER: PROMISING SIGNS THAT STEPS TO SLOW ECONOMY ARE WORKING,2023-04-11 22:00:00.007000+00:00,1,,-1,,,,,,0,95,100,85,100,100,100,100,100,90,1
3788,3788,71,RSYCPADWRGG0,"*WILLIAMS: IF INFLATION COMES DOWN, FED WILL NEED TO LOWER RATES",2023-04-11 13:12:46.511000+00:00,1,,,,,,,-1,-1,95,100,85,90,95,100,100,90,85,1
3789,3789,76,RSYM3IDWRGG3,"*GOOLSBEE: REGIONAL BANKS ARE IMPORTANT FUNDING, CREDIT SOURCE",2023-04-11 17:30:00.006000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3790,3790,93,RSYQ87DWLU68,*GOOLSBEE: FOREMOST QUESTION IS HOW CREDIT CONDITIONS EVOLVE,2023-04-11 18:04:55.855000+00:00,1,,,1,,,,,0,95,100,80,90,95,100,100,100,85,1
3791,3791,96,RSYCL5DWRGG0,*WILLIAMS: FED'S MEDIAN FORECAST FOR ONE MORE HIKE 'REASONABLE',2023-04-11 13:10:17.581000+00:00,1,,,1,,,,,2,95,100,89,80,95,95,88,83,94,1
3792,3792,106,RSYCGEDWX2PT,*WILLIAMS: MONETARY POLICY IS IN A RESTRICTIVE STANCE,2023-04-11 13:07:26.671000+00:00,1,,1,1,0,,,1,0,95,100,80,75,70,100,100,85,90,1
3793,3793,108,RSYCEQDWX2PS,*WILLIAMS: CREDIT IMPACT FROM BANK TURMOIL UNCERTAIN,2023-04-11 13:06:26.365000+00:00,1,,-1,-1,,,,,0,90,95,85,95,75,95,90,90,80,1
3794,3794,118,RSYM3IDWLU69,*GOOLSBEE: CREDIT CONDITIONS IMPACT MAY BE DIFFERENT FROM NORMAL,2023-04-11 17:30:00.005000+00:00,1,,0,-1,,,,,0,85,100,80,70,100,100,100,100,75,1
3795,3795,120,RSYXIJDWLU6C,*FED’S HARKER SAYS US BANKING SYSTEM IS SOUND AND RESILIENT,2023-04-11 22:00:00.008000+00:00,1,,,2,,,,,1,90,100,80,90,100,100,100,100,85,1
3796,3796,124,RSYC8YDWRGG0,*FED'S WILLIAMS: SEEING SOME SLOWING IN LABOR DEMAND,2023-04-11 13:02:58.204000+00:00,1,,-1,,,,-1,1,-1,95,100,85,100,100,100,90,70,75,1
3797,3797,126,RSYQB4DWRGG4,*GOOLSBEE: JOB MARKET HAS BEEN UNBELIEVABLY STRONG,2023-04-11 18:06:40.187000+00:00,1,,2,,2,,2,-1,2,95,100,85,100,75,100,98,70,85,1
3798,3798,127,RSYM3IDWX2PX,*GOOLSBEE: NEED TO GET HANDLE ON SIZE OF FINANCIAL HEADWINDS,2023-04-11 17:30:00.004000+00:00,1,,,-2,,,,,-1,95,100,85,90,100,100,100,100,90,1
3799,3799,131,RSYXIJDWLU6A,*FED’S HARKER: FULLY COMMITTED TO LOWERING INFLATION TO 2% GOAL,2023-04-11 22:00:00.006000+00:00,1,,,,,,,-2,1,95,100,100,100,100,100,100,95,90,1
3800,3800,134,RSZ6IFDWRGG0,*KASHKARI: CHANGING 2% INFLATION GOAL WOULD HURT FED CREDIBILITY,2023-04-11 23:56:39.951000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3801,3801,135,RSYM3MDWX2PS,"*FED'S GOOLSBEE: PRUDENCE, PATIENCE NEEDED TO ASSESS BANK STRESS",2023-04-11 17:30:00.007000+00:00,1,,,-1,,,,,0,85,100,90,70,100,100,100,100,75,1
3802,3802,145,RSYXIJDWLU68,*HARKER: WATCHING DATA TO SEE IF MORE ACTION NEEDED ON INFLATION,2023-04-11 22:00:00.004000+00:00,1,,,,,,,0,0,95,100,65,80,60,100,100,90,85,1
3803,3803,154,RSYQE4DWX2PV,*GOOLSBEE: FEELS LIKE JOB MARKET IS 'COOLING A BIT',2023-04-11 18:08:29.014000+00:00,1,,-1,,,,-1,0,-1,90,100,80,100,100,100,90,80,85,1
3804,3804,155,RSYC9VDWLU68,*WILLIAMS: LABOR MARKET IS STILL VERY STRONG,2023-04-11 13:03:31.410000+00:00,1,,,,,,2,,1,90,100,85,100,100,100,95,85,80,1
3805,3805,158,RSZ63HDWLU69,*KASHKARI: HOPEFUL SIGNS CALM IS BEING RESTORED IN BANK SECTOR,2023-04-11 23:47:41.538000+00:00,1,,1,1,,,,,1,90,100,85,95,100,100,100,100,70,1
3806,3806,159,RSYCJLDWRGG0,*WILLIAMS: INFLATION DATA HAS BEEN CONSISTENTLY STRONG,2023-04-11 13:09:21.544000+00:00,1,,,,,,,-2,1,95,100,100,100,100,100,100,95,90,1
3807,3807,160,RSZ29LDWRGG0,*HARKER: MAIN TOOL FOR FINANCIAL STABILITY ISN’T MONETARY POLICY,2023-04-11 22:24:57.537000+00:00,1,,0,1,,,,,1,85,100,70,90,100,100,100,100,80,1
3808,3808,250,RT0GHLDWLU68,*DALY: TIGHTENED BANK LENDING COULD REDUCE NEED FOR FED ACTION,2023-04-12 16:29:45.088000+00:00,1,,-1,-1,-1,,,,-1,90,100,75,85,70,100,100,100,80,1
3809,3809,914,RT0H3BDWLU69,"*DALY: FED HAS TOOLS, ABSOLUTELY CAN GET INFLATION DOWN",2023-04-12 16:42:47.101000+00:00,1,,,,,,,-2,0,95,100,90,90,90,90,90,95,90,1
3810,3810,11,RT0DTGDWRGG3,*DALY SAYS SOME TIME LIKELY NEEDED TO SEE FULL IMPACT OF HIKES,2023-04-12 16:00:00.015000+00:00,1,,0,1,,,,-1,0,95,100,80,85,100,100,100,90,85,1
3811,3811,818,RT3W5ADWX2PT,"*FED'S WALLER: WATCHING FOR CHANGES IN TERMS OF CREDIT, RISK",2023-04-14 13:00:46.978000+00:00,1,,,1,,,,,0,95,100,90,90,100,100,100,100,85,1
3812,3812,12,RTBB7FT0AFB6,*FED'S BULLARD FAVORS MORE RATE HIKES: REUTERS,2023-04-18 13:09:15.458000+00:00,1,,,1,,,,,2,95,100,90,85,90,90,90,90,95,1
3813,3813,22,RTBGW7T0G1KW,*BOSTIC: ACUTE TENSIONS AMONG BANKS SEEM TO BE SUBSIDING,2023-04-18 15:12:07.290000+00:00,1,,,1,,,,,0,85,100,80,90,100,100,100,100,75,1
3814,3814,26,RTBGNYT0AFB4,*FED'S BOSTIC FAVORS GOING ON HOLD AFTER DELVERING ONE MORE HIKE,2023-04-18 15:07:10.470000+00:00,1,,0,,,,,,2,95,100,85,80,90,100,100,90,80,1
3815,3815,60,RTBGMFT1UM0W,*FED'S BOSTIC SAYS ONE MORE RATE INCREASE IS HIS BASELINE,2023-04-18 15:06:15.707000+00:00,1,,,1,,,,,2,95,100,80,85,90,90,90,90,90,1
3816,3816,92,RTBLR3T1UM0W,*FED’S BOWMAN DOUBTS BENEFIT OF US CENTRAL BANK DIGITAL CURRENCY,2023-04-18 17:00:00+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3817,3817,99,RTBGQNT0G1KY,*FED'S BOSTIC: I DON'T HAVE A RECESSION AS MY BASELINE OUTLOOK,2023-04-18 15:08:47.280000+00:00,1,,1,,,,,,0,90,100,80,100,100,100,100,100,75,1
3818,3818,110,RTBGXUT0AFB4,*BOSTIC: TIGHTER CREDIT CONDITIONS COULD HELP DO FED'S WORK,2023-04-18 15:13:06.045000+00:00,1,,-1,-2,-1,-1,,,1,95,100,90,95,90,85,100,100,95,1
3819,3819,112,RTBB8CT0G1L0,*REUTERS CITES FED'S BULLARD IN INTERVIEW,2023-04-18 13:09:48.112000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3820,3820,165,RTBH30T0AFB4,*BOSTIC: FED WILL DO WHAT IT TAKES TO LOWER INFLATION TO 2%,2023-04-18 15:16:12.538000+00:00,1,,,,,,,-1,2,95,100,100,100,100,100,100,95,90,1
3821,3821,170,RTBGTHT0G1KW,*FED'S BOSTIC SAYS AGGREGATE DEMAND HAS BEEN EXTREMELY STRONG,2023-04-18 15:10:29.494000+00:00,1,,2,,2,,,-1,2,90,95,92,93,88,95,90,80,85,1
3822,3822,179,RTFQKLT1UM10,"*BOSTIC: POLICY HAS MOVED INTO RESTRICTIVE SPACE, WORKS WITH LAG",2023-04-20 22:35:00.002000+00:00,1,,-1,-2,-1,,,1,1,95,100,85,90,80,100,100,70,94,1
3823,3823,,RTTYC2DWX2PX,"*FED SAYS SVB HAD 31 OUTSTANDING WARNINGS, TRIPLE AVERAGE PEER",2023-04-28 15:00:00.014000+00:00,0,,,,,,,,,98,100,100,100,100,100,100,100,100,1
3824,3824,,RU32U2T1UM14,*FED SAYS FOMC MEETING RESUMES AT 9 A.M. AS SCHEDULED,2023-05-03 13:01:14.959000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
3825,3825,266,RU782ST0G1L0,*FED'S BULLARD SAYS RATES WILL PROBABLY HAVE TO GRIND HIGHER,2023-05-05 18:47:00.004000+00:00,1,,,1,,,,,2,95,100,75,85,90,90,90,85,90,1
3826,3826,1301,RU742CT1UM0W,*BULLARD: ECONOMY DOING WELL AND LOAN PORTFOLIOS ARE PAYING,2023-05-05 17:18:12.802000+00:00,1,,2,,,,,,1,,,,,,,,,,1
3827,3827,,RU78S4DWRGG0,"*US MARCH CONSUMER CREDIT RISES $26.5 BILLION, FED SAYS",2023-05-05 19:00:04.310000+00:00,0,,1,,1,,,,,90,100,65,100,75,100,100,100,70,1
3828,3828,137,RUEGVLDWRGG0,*WILLIAMS: WAGE DATA SUGGEST LABOR MARKET STILL VERY STRONG,2023-05-09 16:38:09.966000+00:00,1,,,,,,2,-1,2,95,100,70,100,60,100,95,65,90,1
3829,3829,,RUEGZIDWLU68,*WILLIAMS: SEE SIGNS OF MOVING TOWARD RESTORING JOB-MKT BALANCE,2023-05-09 16:40:30.824000+00:00,1,,,,,,1,,0,90,100,80,100,100,100,85,100,75,1
3830,3830,90,RUIIDUDWX2PY,*BOWMAN: EXPECT RATES NEED TO STAY RESTRICTIVE FOR SOME TIME,2023-05-12 07:00:00.005000+00:00,1,,,1,,,,,2,95,100,87,75,80,90,85,80,92,1
3831,3831,498,RUKOZRT0G1KW,*FED'S JEFFERSON: INFLATION `MOST INSIDIOUS' OF SOCIAL DISEASES,2023-05-13 01:19:03.855000+00:00,1,,-1,,-1,,,-2,1,95,100,80,100,75,100,100,95,85,1
3832,3832,341,RUPSI1T0AFB7,"*BOSTIC: DILIGENT ON BANK STRAINS, HOPE WE ARE PAST THE WORST",2023-05-15 19:30:00.003000+00:00,1,,,-1,,,,,0,90,100,100,100,100,100,100,100,100,1
3833,3833,1562,RUPSI1T0AFB8,*BOSTIC: US HOUSEHOLDS GENERALLY IN STRONG FINANCIAL POSITION,2023-05-15 19:30:00.004000+00:00,1,,,,2,,,,1,,,,,,,,,,1
3834,3834,7,RURFUET0G1KW,*FED'S WILLIAMS SAYS LOW INFLATION IS `CRITICALLY IMPORTANT',2023-05-16 16:44:38.470000+00:00,1,,,,,,,2,1,95,100,55,75,60,100,81,90,85,1
3835,3835,1043,RURF26T0AFB4,*WILLIAMS: EXPECT THE ECONOMY TO CONTINUE TO GROW THIS YEAR,2023-05-16 16:27:42.771000+00:00,1,,1,,,,,,0,95,100,95,100,100,100,100,100,85,1
3836,3836,1584,RURC4PT0G1KW,*BARR: FED LOOKING CAREFULLY AT COMMERCIAL REAL ESTATE RISK,2023-05-16 15:24:25.483000+00:00,1,,,,,-1,,,-1,,,,,,,,,,1
3837,3837,1823,RURA46T0G1KW,*BARKIN: FIRMS STILL HAVE PRICING POWER IN SOME PARTS OF ECONOMY,2023-05-16 14:40:54.913000+00:00,0,,,,,,,,,,,,,,,,,,1
3838,3838,15,RURKVOT0AFB4,*GOOLSBEE: MISTAKE TO COMMIT TO RATE MOVE WHEN MORE DATA COMING,2023-05-16 18:33:24.690000+00:00,1,,,-1,,,,,0,85,100,100,75,100,100,100,100,65,1
3839,3839,469,RUUU2NT1UM12,*JEFFERSON: HARD TO SAY HOW MUCH BANK STRESS WILL CURB CREDIT,2023-05-18 13:05:00.006000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3840,3840,75,RUUU2NT1UM0W,*FED'S JEFFERSON: 1 YR ISN'T LONG ENOUGH TO FEEL POLICY EFFECTS,2023-05-18 13:05:00+00:00,1,,0,,,,,,0,85,100,70,100,100,100,100,100,75,1
3841,3841,97,RUUU2NT1UM11,*JEFFERSON: INTEND TO CONSIDER UNCERTAINTY ABOUT TIGHTER LENDING,2023-05-18 13:05:00.005000+00:00,1,,,-1,-1,,,,0,85,100,60,85,80,70,100,100,75,1
3842,3842,109,RUUU2NT1UM0Y,"*JEFFERSON: INFLATION TOO HIGH, PROGRESS HAS BEEN SLOWING",2023-05-18 13:05:00.002000+00:00,1,,-1,,-1,,,-2,1,95,100,85,100,70,100,100,90,90,1
3843,3843,129,RUUU2NT1UM0Z,*JEFFERSON: MONETARY POLICY SHOULD BE FORWARD-LOOKING,2023-05-18 13:05:00.003000+00:00,1,,,,,,,,0,70,100,100,100,100,100,100,100,60,1
3844,3844,132,RUUU2NT1UM10,*JEFFERSON: DEMAND HAS CLEARLY BEGUN TO FEEL EFFECT OF HIKES,2023-05-18 13:05:00.004000+00:00,1,,0,,-1,,,,0,90,95,85,90,80,90,95,90,85,1
3845,3845,167,RUUU2NT1UM13,*JEFFERSON: CORE SERVICES EX-HOUSING INFLATION 'STUBBORNLY HIGH',2023-05-18 13:05:00.007000+00:00,1,,,,-1,,,-2,1,95,100,90,95,60,100,95,95,85,1
3846,3846,107,RUWNI4T1UM10,*WILLIAMS: NATURAL REAL INTEREST RATE ABOUT 0.5% IN 1Q,2023-05-19 12:44:07.330000+00:00,1,,1,1,,,,1,0,95,100,85,80,90,100,100,70,80,1
3847,3847,,RUWNI4T1UM0W,*FED'S WILLIAMS: PANDEMIC DIDN'T END ERA OF VERY LOW RATES,2023-05-19 12:44:07.330000+00:00,1,,0,0,,,,,0,90,100,60,100,100,100,100,100,70,1
3848,3848,167,RV2A08DWX2PS,*BULLARD: NEED TO PROTECT DOLLAR STATUS AS RESERVE CURRENCY,2023-05-22 13:12:08.402000+00:00,0,,,,,,,,,85,90,75,80,100,100,100,100,80,1
3849,3849,846,RV2HGVDWRGG0,*BARKIN: FED NEEDS CONGRESSIONAL BACKING TO ISSUE A CBDC,2023-05-22 15:53:19.823000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3850,3850,1249,RV28RIDWRGG1,*BULLARD: I'M THINKING TWO MORE RATE HIKES THIS YEAR,2023-05-22 12:45:18.910000+00:00,1,,,,,,,,2,95,100,100,90,80,80,100,90,90,1
3851,3851,,RV29KXDWRGG0,*BULLARD: US DECOUPLING FROM CHINA IS 'MAJOR ISSUE' RIGHT NOW,2023-05-22 13:02:57.345000+00:00,1,0,,,,,,,0,90,70,100,100,100,100,100,100,80,1
3852,3852,30,RV66GGDWX2PX,*WALLER: DON’T HALT HIKES UNTIL IT’S CLEAR INFLATION IS TAMED,2023-05-24 16:10:00.005000+00:00,1,,,0,,,,-1,2,95,100,100,70,100,100,100,90,85,1
3853,3853,49,RV6MS1DWLU69,*BOSTIC: FED DOESN'T WANT TO BE LOCKED INTO PARTICULAR RATE MOVE,2023-05-24 21:38:25.993000+00:00,1,,,1,,,,,0,90,100,95,80,95,98,98,98,85,1
3854,3854,58,RV66GGDWX2PY,*WALLER: WATCH CREDIT CONDITIONS FOR POTENTIAL TIGHTENING IMPACT,2023-05-24 16:10:00.006000+00:00,1,,-1,-2,-1,,,,0,85,100,75,82,70,100,100,100,80,1
3855,3855,66,RV6MVRDWLU68,"*BOSTIC:FED NOT CLOSE TO INFLATION GOAL, MUST STAY FOCUSED ON IT",2023-05-24 21:40:39.014000+00:00,1,,-1,,,,,-1,1,95,100,80,100,100,100,100,90,85,1
